id,time,NTrial,NResp,NInclude,PE,SPE,MRT,SRT,lisas_weight,IES,RCS,BS,LISAS,NTrial_Cong,NTrial_Incong,NResp_Cong,NResp_Incong,NInclude_Cong,NInclude_Incong,PE_Cong,PE_Incong,SPE_Cong,SPE_Incong,MRT_Cong,MRT_Incong,SRT_Cong,SRT_Incong,lisas_weight_Cong,lisas_weight_Incong,IES_Cong,IES_Incong,RCS_Cong,RCS_Incong,BS_Cong,BS_Incong,LISAS_Cong,LISAS_Incong,NTrial_diff,NResp_diff,NInclude_diff,PE_diff,SPE_diff,MRT_diff,SRT_diff,lisas_weight_diff,IES_diff,RCS_diff,BS_diff,LISAS_diff,NIHScore
31,2014/5/17 9:43,96,96,95,0.010526316,0.102597835,1000.24891,314.2669656,3063.095483,1010.889856,0.999373946,NA,1032.49202,48,48,48,48,47,48,0,0.020833333,0,0.144337567,843.7481771,1156.749642,166.3593804,349.2122512,3063.095483,3063.095483,843.7481771,1181.361337,1.210404506,0.848324184,NA,NA,843.7481771,1220.564132,0,0,1,0.020833333,0.144337567,313.0014652,182.8528708,0,337.6131597,-0.362080322,NA,376.8159544,1.413417406
32,2014/5/17 10:18,96,96,95,0,0,603.9435453,162.9762756,Inf,603.9435453,1.673213206,NA,NA,48,48,48,48,47,48,0,0,0,0,565.0809683,641.9964853,132.0916153,181.8143035,Inf,Inf,565.0809683,641.9964853,1.807310196,1.557640926,NA,NA,NA,NA,0,0,1,0,0,76.91551709,49.72268822,NA,76.91551709,-0.24966927,NA,NA,1.844681967
33,2014/5/17 10:05,96,96,86,0.011627907,0.107832773,608.8215347,162.1521972,1503.737615,615.98414090000006,1.803155124,NA,626.3068558,48,48,48,48,40,46,0,0.02173913,0,0.147441956,549.2705508,661.7557425,86.44171051,193.6069935,1503.737615,1503.737615,549.2705508,676.4614257,2.184715707,1.530216588,NA,NA,549.2705508,694.4456906,0,0,6,0.02173913,0.147441956,112.4851917,107.165283,0,127.1908748,-0.65449912,NA,145.1751398,1.757064796
34,2014/5/17 10:00,96,96,90,0.022222222,0.148231354,874.5046588,185.9523273,1254.473647,894.3797647,1.189963222,NA,902.3818509,48,48,48,48,45,45,0.022222222,0.022222222,0.149071198,0.149071198,762.4402904,986.5690271,146.4566495,151.0303733,1254.473647,1254.473647,779.7684788,1008.99105,1.369345564,1.052135016,NA,NA,790.3174826,1014.446219,0,0,0,0,0,224.1287367,4.573723867,0,229.2225717,-0.317210548,NA,224.1287367,1.482468401
35,2014/5/17 10:04,96,96,96,0,0,609.2226379,119.403788,Inf,609.2226379,1.64143605,NA,NA,48,48,48,48,48,48,0,0,0,0,566.8801641,651.5651116,94.79407453,127.1609041,Inf,Inf,566.8801641,651.5651116,1.764041262,1.534766031,NA,NA,NA,NA,0,0,0,0,0,84.68494744,32.36682952,NA,84.68494744,-0.229275231,NA,NA,1.835489625
36,2014/5/17 10:15,96,96,92,0.065217391,0.248261995,696.26745,194.0880578,781.7872317,744.8442489,1.397249692,NA,747.2535739,48,48,48,48,46,46,0.065217391,0.065217391,0.249637418,0.249637418,645.6707887,746.8641114,159.6528813,213.3219742,781.7872317,781.7872317,690.7175879,798.9709099,1.505876109,1.303240407,NA,NA,696.6569125,797.8502352,0,0,0,0,0,101.1933228,53.66909289,0,108.253322,-0.202635702,NA,101.1933228,1.586274583
37,2014/5/17 10:18,96,96,91,0.021978022,0.147423952,854.2883825,212.4065138,1440.786998,873.4858742,1.214091468,NA,885.9540308,48,48,48,48,47,44,0,0.045454545,0,0.210707055,841.1752281,868.9626266,216.4067428,209.4628496,1440.786998,1440.786998,841.1752281,910.3417993,1.214106837,1.21407543,NA,NA,841.1752281,934.4529447,0,0,-3,0.045454545,0.210707055,27.78739851,-6.943893199,0,69.1665712,-3.14e-5,NA,93.27771659,1.561865172
38,2014/5/17 9:46,96,96,91,0.032967033,0.1795395,594.1961323,72.13869817,401.7984788,614.4528186,1.718629013,NA,607.442236,48,48,48,48,48,43,0.041666667,0.023255814,0.201940937,0.15249857,612.3359172,574.3287487,73.28836711,66.13541995,401.7984788,401.7984788,638.959218,588.0032427,1.560961341,1.907167163,NA,NA,629.0775205,583.6728994,0,0,-5,-0.018410853,-0.049442366,-38.00716851,-7.15294716,0,-50.95597524,0.346205822,NA,-45.40462113,1.797652124
39,2014/5/17 9:44,96,96,90,0.066666667,0.250841281,795.0807922,278.3202263,1109.547141,851.8722774,1.231255085,NA,869.0506016,48,48,48,48,44,46,0.068181818,0.065217391,0.254971706,0.249637418,661.6325436,922.3221456,133.8338461,319.4700588,1109.547141,1109.547141,710.0446809,986.6702022,1.487776048,1.050183433,NA,NA,737.283485,994.6839156,0,0,2,-0.002964427,-0.005334288,260.689602,185.6362127,0,276.6255213,-0.437592615,NA,257.4004306,1.453307059
40,2014/5/25 10:24,96,96,91,0,0,668.3481264,195.5148721,Inf,668.3481264,1.56199442,NA,NA,48,48,48,48,43,48,0,0,0,0,585.4243034,742.6340512,126.2753547,216.8473186,Inf,Inf,585.4243034,742.6340512,1.867061633,1.346558239,NA,NA,NA,NA,0,0,5,0,0,157.2097478,90.57196385,NA,157.2097478,-0.520503394,NA,NA,1.754202822
